rxn_cpd	concerns@reaction	consumes@compound	produces@compound	stoichiometry	compartment
RXN1F-461__UDP_1_c	RXN1F-461		UDP	1	c
RXN1F-461_CPD-12575__1_c	RXN1F-461	CPD-12575		1	c
RXN66-27__NADP_1_c	RXN66-27		NADP	1	c
RXN66-27_CPD-8646__1_c	RXN66-27	CPD-8646		1	c
RXN66-27__DESMOSTEROL-CPD_1_c	RXN66-27		DESMOSTEROL-CPD	1	c
RXN66-27_NADPH__1_c	RXN66-27	NADPH		1	c
RXN66-27_PROTON__1_c	RXN66-27	PROTON		1	c
RXN-9958__ACETYL-COA_1_c	RXN-9958		ACETYL-COA	1	c
RXN-9958__NADH-P-OR-NOP_1_c	RXN-9958		NADH-P-OR-NOP	1	c
RXN-9958_NAD-P-OR-NOP__1_c	RXN-9958	NAD-P-OR-NOP		1	c
RXN-9958_MALONATE-S-ALD__1_c	RXN-9958	MALONATE-S-ALD		1	c
RXN-9958__CARBON-DIOXIDE_1_c	RXN-9958		CARBON-DIOXIDE	1	c
RXN-9958_CO-A__1_c	RXN-9958	CO-A		1	c
ASPARTATE--TRNA-LIGASE-RXN_ATP__1_c	ASPARTATE--TRNA-LIGASE-RXN	ATP		1	c
ASPARTATE--TRNA-LIGASE-RXN__Charged-ASP-tRNAs_1_c	ASPARTATE--TRNA-LIGASE-RXN		Charged-ASP-tRNAs	1	c
ASPARTATE--TRNA-LIGASE-RXN_L-ASPARTATE__1_c	ASPARTATE--TRNA-LIGASE-RXN	L-ASPARTATE		1	c
ASPARTATE--TRNA-LIGASE-RXN__PPI_1_c	ASPARTATE--TRNA-LIGASE-RXN		PPI	1	c
ASPARTATE--TRNA-LIGASE-RXN_ASP-tRNAs__1_c	ASPARTATE--TRNA-LIGASE-RXN	ASP-tRNAs		1	c
ASPARTATE--TRNA-LIGASE-RXN__AMP_1_c	ASPARTATE--TRNA-LIGASE-RXN		AMP	1	c
3.1.3.57-RXN_INOSITOL-1-4-BISPHOSPHATE__1_c	3.1.3.57-RXN	INOSITOL-1-4-BISPHOSPHATE		1	c
3.1.3.57-RXN_WATER__1_c	3.1.3.57-RXN	WATER		1	c
3.1.3.57-RXN__Pi_1_c	3.1.3.57-RXN		Pi	1	c
3.1.3.57-RXN__D-MYO-INOSITOL-4-PHOSPHATE_1_c	3.1.3.57-RXN		D-MYO-INOSITOL-4-PHOSPHATE	1	c
NAD+-ADP-RIBOSYLTRANSFERASE-RXN__PROTON_1_c	NAD+-ADP-RIBOSYLTRANSFERASE-RXN		PROTON	1	c
NAD+-ADP-RIBOSYLTRANSFERASE-RXN_NAD__1_c	NAD+-ADP-RIBOSYLTRANSFERASE-RXN	NAD		1	c
NAD+-ADP-RIBOSYLTRANSFERASE-RXN_ADP-D-Ribosyl-Acceptors__1_c	NAD+-ADP-RIBOSYLTRANSFERASE-RXN	ADP-D-Ribosyl-Acceptors		1	c
NAD+-ADP-RIBOSYLTRANSFERASE-RXN__ADP-D-Ribosyl-Acceptors_1_c	NAD+-ADP-RIBOSYLTRANSFERASE-RXN		ADP-D-Ribosyl-Acceptors	1	c
NAD+-ADP-RIBOSYLTRANSFERASE-RXN__NIACINAMIDE_1_c	NAD+-ADP-RIBOSYLTRANSFERASE-RXN		NIACINAMIDE	1	c
RXN-18082__CHITIN_1_c	RXN-18082		CHITIN	1	c
RXN-18082_CHITIN__1_c	RXN-18082	CHITIN		1	c
RXN-18082_WATER__1_c	RXN-18082	WATER		1	c
RXN-18082__N-acetyl-D-glucosamine_1_c	RXN-18082		N-acetyl-D-glucosamine	1	c
RXN-13298__NADP_1_c	RXN-13298		NADP	1	c
RXN-13298_CPD-14271__1_c	RXN-13298	CPD-14271		1	c
RXN-13298__CPD-14275_1_c	RXN-13298		CPD-14275	1	c
RXN-13298_NADPH__1_c	RXN-13298	NADPH		1	c
RXN-13298_PROTON__1_c	RXN-13298	PROTON		1	c
RXN-17744_STEAROYL-COA__1_c	RXN-17744	STEAROYL-COA		1	c
RXN-17744__CPD-7873_1_c	RXN-17744		CPD-7873	1	c
RXN-17744_PROTON__2_c	RXN-17744	PROTON		2	c
RXN-17744__CO-A_1_c	RXN-17744		CO-A	1	c
RXN-17744_NADPH__2_c	RXN-17744	NADPH		2	c
RXN-17744__NADP_2_c	RXN-17744		NADP	2	c
ABC-25-RXN__ADP_1_c	ABC-25-RXN		ADP	1	c
ABC-25-RXN_PUTRESCINE__1_e	ABC-25-RXN	PUTRESCINE		1	e
ABC-25-RXN__Pi_1_c	ABC-25-RXN		Pi	1	c
ABC-25-RXN__PUTRESCINE_1_c	ABC-25-RXN		PUTRESCINE	1	c
ABC-25-RXN_WATER__1_c	ABC-25-RXN	WATER		1	c
ABC-25-RXN_ATP__1_c	ABC-25-RXN	ATP		1	c
ABC-25-RXN__PROTON_1_c	ABC-25-RXN		PROTON	1	c
PHOSCHOL-RXN__CHOLINE_1_c	PHOSCHOL-RXN		CHOLINE	1	c
PHOSCHOL-RXN_WATER__1_c	PHOSCHOL-RXN	WATER		1	c
PHOSCHOL-RXN_PHOSPHATIDYLCHOLINE__1_c	PHOSCHOL-RXN	PHOSPHATIDYLCHOLINE		1	c
PHOSCHOL-RXN__L-PHOSPHATIDATE_1_c	PHOSCHOL-RXN		L-PHOSPHATIDATE	1	c
PHOSCHOL-RXN__PROTON_1_c	PHOSCHOL-RXN		PROTON	1	c
RXN-5424_PROTON__1_c	RXN-5424	PROTON		1	c
RXN-5424__NAD_1_c	RXN-5424		NAD	1	c
RXN-5424__INDOLE-3-GLYCOL_1_c	RXN-5424		INDOLE-3-GLYCOL	1	c
RXN-5424_3-INDOLYLGLYCOLALDEHYDE__1_c	RXN-5424	3-INDOLYLGLYCOLALDEHYDE		1	c
RXN-5424_NADH__1_c	RXN-5424	NADH		1	c
DIHYDLIPACETRANS-RXN_DIHYDROLIPOAMIDE__1_c	DIHYDLIPACETRANS-RXN	DIHYDROLIPOAMIDE		1	c
DIHYDLIPACETRANS-RXN__CO-A_1_c	DIHYDLIPACETRANS-RXN		CO-A	1	c
DIHYDLIPACETRANS-RXN__S-ACETYLDIHYDROLIPOAMIDE_1_c	DIHYDLIPACETRANS-RXN		S-ACETYLDIHYDROLIPOAMIDE	1	c
DIHYDLIPACETRANS-RXN_ACETYL-COA__1_c	DIHYDLIPACETRANS-RXN	ACETYL-COA		1	c
HEXOKINASE-RXN__D-HEXOSE-6-PHOSPHATE_1_c	HEXOKINASE-RXN		D-HEXOSE-6-PHOSPHATE	1	c
HEXOKINASE-RXN__PROTON_1_c	HEXOKINASE-RXN		PROTON	1	c
HEXOKINASE-RXN_D-Hexoses__1_c	HEXOKINASE-RXN	D-Hexoses		1	c
HEXOKINASE-RXN__ADP_1_c	HEXOKINASE-RXN		ADP	1	c
HEXOKINASE-RXN_ATP__1_c	HEXOKINASE-RXN	ATP		1	c
RXN-17573__Farnesylated-CAAX-proteins_1_c	RXN-17573		Farnesylated-CAAX-proteins	1	c
RXN-17573_FARNESYL-PP__1_c	RXN-17573	FARNESYL-PP		1	c
RXN-17573_CAAX-proteins__1_c	RXN-17573	CAAX-proteins		1	c
RXN-17573__PPI_1_c	RXN-17573		PPI	1	c
RXN-8409__METOH_1_c	RXN-8409		METOH	1	c
RXN-8409__PROTON_1_c	RXN-8409		PROTON	1	c
RXN-8409_WATER__1_c	RXN-8409	WATER		1	c
RXN-8409_PROTEIN-C-TERMINAL-S-FARNESYL-L-CYSTEINE__1_c	RXN-8409	PROTEIN-C-TERMINAL-S-FARNESYL-L-CYSTEINE		1	c
RXN-8409__PROTEIN-C-TERMINAL-S-ETC-CYSTEINE_1_c	RXN-8409		PROTEIN-C-TERMINAL-S-ETC-CYSTEINE	1	c
2.1.1.62-RXN__ADENOSYL-HOMO-CYS_1_c	2.1.1.62-RXN		ADENOSYL-HOMO-CYS	1	c
2.1.1.62-RXN_m7G5-pppAm-mRNAs__1_c	2.1.1.62-RXN	m7G5-pppAm-mRNAs		1	c
2.1.1.62-RXN__m7G5-pppm6Am-mRNAs_1_c	2.1.1.62-RXN		m7G5-pppm6Am-mRNAs	1	c
2.1.1.62-RXN_S-ADENOSYLMETHIONINE__1_c	2.1.1.62-RXN	S-ADENOSYLMETHIONINE		1	c
2.1.1.62-RXN__PROTON_1_c	2.1.1.62-RXN		PROTON	1	c
RXN-15733_ATP__1_c	RXN-15733	ATP		1	c
RXN-15733__AMP_1_c	RXN-15733		AMP	1	c
RXN-15733__CPD-16954_1_c	RXN-15733		CPD-16954	1	c
RXN-15733_CPD-16953__1_c	RXN-15733	CPD-16953		1	c
RXN-15733__PROTON_1_c	RXN-15733		PROTON	1	c
2.7.7.60-RXN_2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE__1_c	2.7.7.60-RXN	2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE		1	c
2.7.7.60-RXN__4-CYTIDINE-5-DIPHOSPHO-2-C_1_c	2.7.7.60-RXN		4-CYTIDINE-5-DIPHOSPHO-2-C	1	c
2.7.7.60-RXN__PPI_1_c	2.7.7.60-RXN		PPI	1	c
2.7.7.60-RXN_CTP__1_c	2.7.7.60-RXN	CTP		1	c
2.7.7.60-RXN_PROTON__1_c	2.7.7.60-RXN	PROTON		1	c
5.3.3.14-RXN_Trans-D2-decenoyl-ACPs__1_c	5.3.3.14-RXN	Trans-D2-decenoyl-ACPs		1	c
5.3.3.14-RXN__Cis-delta-3-decenoyl-ACPs_1_c	5.3.3.14-RXN		Cis-delta-3-decenoyl-ACPs	1	c
RXN-8452__PROTON_1_c	RXN-8452		PROTON	1	c
RXN-8452__ADENOSYL-HOMO-CYS_1_c	RXN-8452		ADENOSYL-HOMO-CYS	1	c
RXN-8452_S-ADENOSYLMETHIONINE__1_c	RXN-8452	S-ADENOSYLMETHIONINE		1	c
RXN-8452_CPD-8605__1_c	RXN-8452	CPD-8605		1	c
RXN-8452__SYRINGETIN_1_c	RXN-8452		SYRINGETIN	1	c
CYTIDEAM-RXN_WATER__1_c	CYTIDEAM-RXN	WATER		1	c
CYTIDEAM-RXN_PROTON__1_c	CYTIDEAM-RXN	PROTON		1	c
CYTIDEAM-RXN__DEOXYURIDINE_1_c	CYTIDEAM-RXN		DEOXYURIDINE	1	c
CYTIDEAM-RXN__AMMONIUM_1_c	CYTIDEAM-RXN		AMMONIUM	1	c
CYTIDEAM-RXN_DEOXYCYTIDINE__1_c	CYTIDEAM-RXN	DEOXYCYTIDINE		1	c
RXN-9542__NADP_1_c	RXN-9542		NADP	1	c
RXN-9542_PROTON__1_c	RXN-9542	PROTON		1	c
RXN-9542_NADPH__1_c	RXN-9542	NADPH		1	c
RXN-9542__Palmitoyl-ACPs_1_c	RXN-9542		Palmitoyl-ACPs	1	c
RXN-9542_2-Hexadecenoyl-ACPs__1_c	RXN-9542	2-Hexadecenoyl-ACPs		1	c
RXN1G-488_PROTON__1_c	RXN1G-488	PROTON		1	c
RXN1G-488__Behenoyl-ACPs_1_c	RXN1G-488		Behenoyl-ACPs	1	c
RXN1G-488_trans-delta2-behenoyl-ACPs__1_c	RXN1G-488	trans-delta2-behenoyl-ACPs		1	c
RXN1G-488__NAD_1_c	RXN1G-488		NAD	1	c
RXN1G-488_NADH__1_c	RXN1G-488	NADH		1	c
RXN-12968__NAD-P-OR-NOP_1_c	RXN-12968		NAD-P-OR-NOP	1	c
RXN-12968_PROTON__1_c	RXN-12968	PROTON		1	c
RXN-12968_CPD-14404__1_c	RXN-12968	CPD-14404		1	c
RXN-12968_NADH-P-OR-NOP__1_c	RXN-12968	NADH-P-OR-NOP		1	c
RXN-12968__CPD-14405_1_c	RXN-12968		CPD-14405	1	c
TRIACYLGLYCEROL-LIPASE-RXN_Triacylglycerides__1_c	TRIACYLGLYCEROL-LIPASE-RXN	Triacylglycerides		1	c
TRIACYLGLYCEROL-LIPASE-RXN__PROTON_1_c	TRIACYLGLYCEROL-LIPASE-RXN		PROTON	1	c
TRIACYLGLYCEROL-LIPASE-RXN_WATER__1_c	TRIACYLGLYCEROL-LIPASE-RXN	WATER		1	c
TRIACYLGLYCEROL-LIPASE-RXN__Fatty-Acids_1_c	TRIACYLGLYCEROL-LIPASE-RXN		Fatty-Acids	1	c
TRIACYLGLYCEROL-LIPASE-RXN__1-2-Diglycerides_1_c	TRIACYLGLYCEROL-LIPASE-RXN		1-2-Diglycerides	1	c
R162-RXN_WATER__1_c	R162-RXN	WATER		1	c
R162-RXN_Acceptor__1_c	R162-RXN	Acceptor		1	c
R162-RXN_CPD-107__1_c	R162-RXN	CPD-107		1	c
R162-RXN__CPD-113_1_c	R162-RXN		CPD-113	1	c
R162-RXN__Donor-H2_1_c	R162-RXN		Donor-H2	1	c
UNSPECIFIC-MONOOXYGENASE-RXN_Red-NADPH-Hemoprotein-Reductases__1_c	UNSPECIFIC-MONOOXYGENASE-RXN	Red-NADPH-Hemoprotein-Reductases		1	c
UNSPECIFIC-MONOOXYGENASE-RXN__WATER_1_c	UNSPECIFIC-MONOOXYGENASE-RXN		WATER	1	c
UNSPECIFIC-MONOOXYGENASE-RXN_RH-Group__1_c	UNSPECIFIC-MONOOXYGENASE-RXN	RH-Group		1	c
UNSPECIFIC-MONOOXYGENASE-RXN_OXYGEN-MOLECULE__1_c	UNSPECIFIC-MONOOXYGENASE-RXN	OXYGEN-MOLECULE		1	c
UNSPECIFIC-MONOOXYGENASE-RXN__Alcohols_1_c	UNSPECIFIC-MONOOXYGENASE-RXN		Alcohols	1	c
UNSPECIFIC-MONOOXYGENASE-RXN__Ox-NADPH-Hemoprotein-Reductases_1_c	UNSPECIFIC-MONOOXYGENASE-RXN		Ox-NADPH-Hemoprotein-Reductases	1	c
RXN66-81__CPD-2743_1_c	RXN66-81		CPD-2743	1	c
RXN66-81__WATER_1_c	RXN66-81		WATER	1	c
RXN66-81_NICOTINE__1_c	RXN66-81	NICOTINE		1	c
RXN66-81_NADPH__1_c	RXN66-81	NADPH		1	c
RXN66-81_OXYGEN-MOLECULE__1_c	RXN66-81	OXYGEN-MOLECULE		1	c
RXN66-81__NADP_1_c	RXN66-81		NADP	1	c
RXN-10705_WATER__1_c	RXN-10705	WATER		1	c
RXN-10705_CPD-11526__1_c	RXN-10705	CPD-11526		1	c
RXN-10705__CPD-11527_1_c	RXN-10705		CPD-11527	1	c
R213-RXN_CPD-153__1_c	R213-RXN	CPD-153		1	c
R213-RXN__CPD-285_1_c	R213-RXN		CPD-285	1	c
R213-RXN_WATER__1_c	R213-RXN	WATER		1	c
3.6.4.3-RXN__Pi_1_c	3.6.4.3-RXN		Pi	1	c
3.6.4.3-RXN__ADP_1_c	3.6.4.3-RXN		ADP	1	c
3.6.4.3-RXN_ATP__1_c	3.6.4.3-RXN	ATP		1	c
3.6.4.3-RXN_Microtubules__1_c	3.6.4.3-RXN	Microtubules		1	c
3.6.4.3-RXN_WATER__1_c	3.6.4.3-RXN	WATER		1	c
3.6.4.3-RXN__Tubulin-Heterodimers_1_c	3.6.4.3-RXN		Tubulin-Heterodimers	1	c
3.6.4.3-RXN__PROTON_1_c	3.6.4.3-RXN		PROTON	1	c
RXN-12817__PROTON_2_c	RXN-12817		PROTON	2	c
RXN-12817_m7G5-pppR-mRNAs__1_c	RXN-12817	m7G5-pppR-mRNAs		1	c
RXN-12817__5-P-purine-mRNAs_1_c	RXN-12817		5-P-purine-mRNAs	1	c
RXN-12817_WATER__1_c	RXN-12817	WATER		1	c
RXN-12817__CPD-13855_1_c	RXN-12817		CPD-13855	1	c
TRANS-RXN-311__Pi_1_c	TRANS-RXN-311		Pi	1	c
TRANS-RXN-311__Drugs_1_e	TRANS-RXN-311		Drugs	1	e
TRANS-RXN-311_Drugs__1_c	TRANS-RXN-311	Drugs		1	c
TRANS-RXN-311_ATP__1_c	TRANS-RXN-311	ATP		1	c
TRANS-RXN-311__ADP_1_c	TRANS-RXN-311		ADP	1	c
TRANS-RXN-311_WATER__1_c	TRANS-RXN-311	WATER		1	c
RXN0-1401_ATP__1_c	RXN0-1401	ATP		1	c
RXN0-1401__ADP_1_c	RXN0-1401		ADP	1	c
RXN0-1401_RIBOSE-15-BISPHOSPHATE__1_c	RXN0-1401	RIBOSE-15-BISPHOSPHATE		1	c
RXN0-1401__PRPP_1_c	RXN0-1401		PRPP	1	c
RXN-17608__CPD-19014_1_c	RXN-17608		CPD-19014	1	c
RXN-17608__AMMONIUM_1_c	RXN-17608		AMMONIUM	1	c
RXN-17608_WATER__1_c	RXN-17608	WATER		1	c
RXN-17608_CPD-19042__1_c	RXN-17608	CPD-19042		1	c
RXN-12878__PROTON_2_c	RXN-12878		PROTON	2	c
RXN-12878_Oxidized-ferredoxins__2_c	RXN-12878	Oxidized-ferredoxins		2	c
RXN-12878_GLT__1_c	RXN-12878	GLT		1	c
RXN-12878__Reduced-ferredoxins_2_c	RXN-12878		Reduced-ferredoxins	2	c
RXN-12878__2-KETOGLUTARATE_1_c	RXN-12878		2-KETOGLUTARATE	1	c
RXN-12878__AMMONIUM_1_c	RXN-12878		AMMONIUM	1	c
RXN-12878_WATER__1_c	RXN-12878	WATER		1	c
RXNQT-4325_CPDQT-412__1_c	RXNQT-4325	CPDQT-412		1	c
RXNQT-4325__UDP_1_c	RXNQT-4325		UDP	1	c
RXNQT-4325__PROTON_1_c	RXNQT-4325		PROTON	1	c
RXNQT-4325_CPD-12575__1_c	RXNQT-4325	CPD-12575		1	c
RXNQT-4325__CPDQT-285_1_c	RXNQT-4325		CPDQT-285	1	c
2.7.1.140-RXN_ATP__1_c	2.7.1.140-RXN	ATP		1	c
2.7.1.140-RXN__PROTON_1_c	2.7.1.140-RXN		PROTON	1	c
2.7.1.140-RXN__ADP_1_c	2.7.1.140-RXN		ADP	1	c
2.7.1.140-RXN__CPD-1107_1_c	2.7.1.140-RXN		CPD-1107	1	c
2.7.1.140-RXN_CPD-505__1_c	2.7.1.140-RXN	CPD-505		1	c
RXN-10780_WATER__1_c	RXN-10780	WATER		1	c
RXN-10780__PROTON_2_c	RXN-10780		PROTON	2	c
RXN-10780_5-HYDROXYINDOLE_ACETALDEHYDE__1_c	RXN-10780	5-HYDROXYINDOLE_ACETALDEHYDE		1	c
RXN-10780__5-HYDROXYINDOLE_ACETATE_1_c	RXN-10780		5-HYDROXYINDOLE_ACETATE	1	c
RXN-10780__NADH_1_c	RXN-10780		NADH	1	c
RXN-10780_NAD__1_c	RXN-10780	NAD		1	c
XYLULOKIN-RXN_D-XYLULOSE__1_c	XYLULOKIN-RXN	D-XYLULOSE		1	c
XYLULOKIN-RXN__PROTON_1_c	XYLULOKIN-RXN		PROTON	1	c
XYLULOKIN-RXN__ADP_1_c	XYLULOKIN-RXN		ADP	1	c
XYLULOKIN-RXN_ATP__1_c	XYLULOKIN-RXN	ATP		1	c
XYLULOKIN-RXN__XYLULOSE-5-PHOSPHATE_1_c	XYLULOKIN-RXN		XYLULOSE-5-PHOSPHATE	1	c
RXN1G-363__trans-delta2-behenoyl-ACPs_1_c	RXN1G-363		trans-delta2-behenoyl-ACPs	1	c
RXN1G-363__WATER_1_c	RXN1G-363		WATER	1	c
RXN1G-363_R-3-hydroxybehenoyl-ACPs__1_c	RXN1G-363	R-3-hydroxybehenoyl-ACPs		1	c
RXN-12024_GLUCOTROPEOLIN__1_c	RXN-12024	GLUCOTROPEOLIN		1	c
RXN-12024__PROTON_1_c	RXN-12024		PROTON	1	c
RXN-12024__Glucopyranose_1_c	RXN-12024		Glucopyranose	1	c
RXN-12024__CPD-13006_1_c	RXN-12024		CPD-13006	1	c
RXN-12024_WATER__1_c	RXN-12024	WATER		1	c
MALTODEXGLUCOSID-RXN__Glucopyranose_1_c	MALTODEXGLUCOSID-RXN		Glucopyranose	1	c
MALTODEXGLUCOSID-RXN_1-4-alpha-D-Glucan__1_c	MALTODEXGLUCOSID-RXN	1-4-alpha-D-Glucan		1	c
MALTODEXGLUCOSID-RXN__1-4-alpha-D-Glucan_1_c	MALTODEXGLUCOSID-RXN		1-4-alpha-D-Glucan	1	c
MALTODEXGLUCOSID-RXN_WATER__1_c	MALTODEXGLUCOSID-RXN	WATER		1	c
RXN-4733_CPD-12575__1_c	RXN-4733	CPD-12575		1	c
RXN-4733__UDP_1_c	RXN-4733		UDP	1	c
RXN-4733_CPD-4441__1_c	RXN-4733	CPD-4441		1	c
RXN-4733__CPD-4618_1_c	RXN-4733		CPD-4618	1	c
RXN-4733__PROTON_1_c	RXN-4733		PROTON	1	c
RXN-12625_WATER__1_c	RXN-12625	WATER		1	c
RXN-12625_CHITOBIOSE__1_c	RXN-12625	CHITOBIOSE		1	c
RXN-12625__N-acetyl-D-glucosamine_2_c	RXN-12625		N-acetyl-D-glucosamine	2	c
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_Aldehydes__1_c	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	Aldehydes		1	c
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN__NADP_1_c	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN		NADP	1	c
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN__Alcohols_1_c	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN		Alcohols	1	c
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_PROTON__1_c	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	PROTON		1	c
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_NADPH__1_c	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	NADPH		1	c
RXN-13303_CPD-14276__1_c	RXN-13303	CPD-14276		1	c
RXN-13303__WATER_1_c	RXN-13303		WATER	1	c
RXN-13303__CPD-14281_1_c	RXN-13303		CPD-14281	1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN_MALONYL-ACP__1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN	MALONYL-ACP		1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN_PROTON__1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN	PROTON		1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN__Acetoacetyl-ACPs_1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN		Acetoacetyl-ACPs	1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN__CARBON-DIOXIDE_1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN		CARBON-DIOXIDE	1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN_ACETYL-ACP__1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN	ACETYL-ACP		1	c
3-OXOACYL-ACP-SYNTH-BASE-RXN__ACP_1_c	3-OXOACYL-ACP-SYNTH-BASE-RXN		ACP	1	c
RXN-18200_NAD__1_c	RXN-18200	NAD		1	c
RXN-18200__PROTON_1_c	RXN-18200		PROTON	1	c
RXN-18200__NADH_1_c	RXN-18200		NADH	1	c
RXN-18200__CPD-19487_1_c	RXN-18200		CPD-19487	1	c
RXN-18200_CPDQT-40__1_c	RXN-18200	CPDQT-40		1	c
RXN0-5038_CAMP__1_c	RXN0-5038	CAMP		1	c
RXN0-5038_WATER__1_c	RXN0-5038	WATER		1	c
RXN0-5038__AMP_1_c	RXN0-5038		AMP	1	c
RXN0-5038__PROTON_1_c	RXN0-5038		PROTON	1	c
RXN-11190__5-METHYLTHIOADENOSINE_1_c	RXN-11190		5-METHYLTHIOADENOSINE	1	c
RXN-11190_SPERMIDINE__1_c	RXN-11190	SPERMIDINE		1	c
RXN-11190__CPD-11647_1_c	RXN-11190		CPD-11647	1	c
RXN-11190_S-ADENOSYLMETHIONINAMINE__1_c	RXN-11190	S-ADENOSYLMETHIONINAMINE		1	c
RXN-11190__PROTON_1_c	RXN-11190		PROTON	1	c
RXN-11659_CPD-110__1_c	RXN-11659	CPD-110		1	c
RXN-11659__UDP_1_c	RXN-11659		UDP	1	c
RXN-11659_CPD-12575__1_c	RXN-11659	CPD-12575		1	c
RXN-11659__CPD-12629_1_c	RXN-11659		CPD-12629	1	c
RXN-16025__CPD-17273_1_c	RXN-16025		CPD-17273	1	c
RXN-16025__ACP_1_c	RXN-16025		ACP	1	c
RXN-16025_CPD0-2113__1_c	RXN-16025	CPD0-2113		1	c
RXN-16025_Palmitoyl-ACPs__1_c	RXN-16025	Palmitoyl-ACPs		1	c
RXN-7683_PHYTOL__1_c	RXN-7683	PHYTOL		1	c
RXN-7683__PROTON_1_c	RXN-7683		PROTON	1	c
RXN-7683__CPD-7025_1_c	RXN-7683		CPD-7025	1	c
RXN-7683__CDP_1_c	RXN-7683		CDP	1	c
RXN-7683_CTP__1_c	RXN-7683	CTP		1	c
FARNESOL-DEHYDROGENASE-RXN_2-TRANS6-TRANS-FARNESOL__1_c	FARNESOL-DEHYDROGENASE-RXN	2-TRANS6-TRANS-FARNESOL		1	c
FARNESOL-DEHYDROGENASE-RXN__NADPH_1_c	FARNESOL-DEHYDROGENASE-RXN		NADPH	1	c
FARNESOL-DEHYDROGENASE-RXN_NADP__1_c	FARNESOL-DEHYDROGENASE-RXN	NADP		1	c
FARNESOL-DEHYDROGENASE-RXN__PROTON_1_c	FARNESOL-DEHYDROGENASE-RXN		PROTON	1	c
FARNESOL-DEHYDROGENASE-RXN__2-TRANS6-TRANS-FARNESAL_1_c	FARNESOL-DEHYDROGENASE-RXN		2-TRANS6-TRANS-FARNESAL	1	c
RXN-14228_CPD0-2231__1_c	RXN-14228	CPD0-2231		1	c
RXN-14228__ADP_1_c	RXN-14228		ADP	1	c
RXN-14228_ATP__1_c	RXN-14228	ATP		1	c
RXN-14228__DITP_1_c	RXN-14228		DITP	1	c
3.5.1.88-RXN__METHIONYL-PEPTIDE_1_c	3.5.1.88-RXN		METHIONYL-PEPTIDE	1	c
3.5.1.88-RXN_FORMYL-L-METHIONYL-PEPTIDE__1_c	3.5.1.88-RXN	FORMYL-L-METHIONYL-PEPTIDE		1	c
3.5.1.88-RXN__FORMATE_1_c	3.5.1.88-RXN		FORMATE	1	c
3.5.1.88-RXN_WATER__1_c	3.5.1.88-RXN	WATER		1	c
DAPASYN-RXN__S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE_1_c	DAPASYN-RXN		S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE	1	c
DAPASYN-RXN__DIAMINONONANOATE_1_c	DAPASYN-RXN		DIAMINONONANOATE	1	c
DAPASYN-RXN_8-AMINO-7-OXONONANOATE__1_c	DAPASYN-RXN	8-AMINO-7-OXONONANOATE		1	c
DAPASYN-RXN_S-ADENOSYLMETHIONINE__1_c	DAPASYN-RXN	S-ADENOSYLMETHIONINE		1	c
RXN-10953_CPD-6701__1_c	RXN-10953	CPD-6701		1	c
RXN-10953__MYO-INOSITOL_1_c	RXN-10953		MYO-INOSITOL	1	c
RXN-10953__Pi_1_c	RXN-10953		Pi	1	c
RXN-10953_WATER__1_c	RXN-10953	WATER		1	c
RXN-10700_CO-A__1_c	RXN-10700	CO-A		1	c
RXN-10700_CPD-11524__1_c	RXN-10700	CPD-11524		1	c
RXN-10700__CPD-11525_1_c	RXN-10700		CPD-11525	1	c
RXN-10700__ACETYL-COA_1_c	RXN-10700		ACETYL-COA	1	c
RXN-13305__WATER_1_c	RXN-13305		WATER	1	c
RXN-13305__CPD-14283_1_c	RXN-13305		CPD-14283	1	c
RXN-13305_CPD-14278__1_c	RXN-13305	CPD-14278		1	c
RXN-15129_CYS__1_c	RXN-15129	CYS		1	c
RXN-15129__2-AMINOACRYLATE_1_c	RXN-15129		2-AMINOACRYLATE	1	c
RXN-15129__HS_1_c	RXN-15129		HS	1	c
RXN-15129__PROTON_1_c	RXN-15129		PROTON	1	c
