entity_xref	has_metadata@xref	concerns@reaction	concerns@pathway	concerns@compound
GLUTAMATE-DEHYDROGENASE-RXN_xrefs_GLUTAMATE-DEHYDROGENASE-RXN__	GLUTAMATE-DEHYDROGENASE-RXN_xrefs	GLUTAMATE-DEHYDROGENASE-RXN		
5.5.1.13-RXN_xrefs_5.5.1.13-RXN__	5.5.1.13-RXN_xrefs	5.5.1.13-RXN		
3.6.3.15-RXN_xrefs_3.6.3.15-RXN__	3.6.3.15-RXN_xrefs	3.6.3.15-RXN		
2.4.1.101-RXN_xrefs_2.4.1.101-RXN__	2.4.1.101-RXN_xrefs	2.4.1.101-RXN		
RXN-7580_xrefs_RXN-7580__	RXN-7580_xrefs	RXN-7580		
2.5.1.32-RXN_xrefs_2.5.1.32-RXN__	2.5.1.32-RXN_xrefs	2.5.1.32-RXN		
VIOMYCIN-KINASE-RXN_xrefs_VIOMYCIN-KINASE-RXN__	VIOMYCIN-KINASE-RXN_xrefs	VIOMYCIN-KINASE-RXN		
RXN-4021_xrefs_RXN-4021__	RXN-4021_xrefs	RXN-4021		
RXN-4735_xrefs_RXN-4735__	RXN-4735_xrefs	RXN-4735		
RXN-12078_xrefs_RXN-12078__	RXN-12078_xrefs	RXN-12078		
ACETOOHBUTSYN-RXN_xrefs_ACETOOHBUTSYN-RXN__	ACETOOHBUTSYN-RXN_xrefs	ACETOOHBUTSYN-RXN		
ADENOSINE-KINASE-RXN_xrefs_ADENOSINE-KINASE-RXN__	ADENOSINE-KINASE-RXN_xrefs	ADENOSINE-KINASE-RXN		
RXN0-1603_xrefs_RXN0-1603__	RXN0-1603_xrefs	RXN0-1603		
3.4.11.18-RXN_xrefs_3.4.11.18-RXN__	3.4.11.18-RXN_xrefs	3.4.11.18-RXN		
3.4.21.92-RXN_xrefs_3.4.21.92-RXN__	3.4.21.92-RXN_xrefs	3.4.21.92-RXN		
RXN-1961_xrefs_RXN-1961__	RXN-1961_xrefs	RXN-1961		
2.7.1.145-RXN_xrefs_2.7.1.145-RXN__	2.7.1.145-RXN_xrefs	2.7.1.145-RXN		
RXN-5642_xrefs_RXN-5642__	RXN-5642_xrefs	RXN-5642		
RXN-1403_xrefs_RXN-1403__	RXN-1403_xrefs	RXN-1403		
2.7.1.150-RXN_xrefs_2.7.1.150-RXN__	2.7.1.150-RXN_xrefs	2.7.1.150-RXN		
RXN0-4641_xrefs_RXN0-4641__	RXN0-4641_xrefs	RXN0-4641		
1.2.1.13-RXN_xrefs_1.2.1.13-RXN__	1.2.1.13-RXN_xrefs	1.2.1.13-RXN		
3.6.3.7-RXN_xrefs_3.6.3.7-RXN__	3.6.3.7-RXN_xrefs	3.6.3.7-RXN		
2.6.1.50-RXN_xrefs_2.6.1.50-RXN__	2.6.1.50-RXN_xrefs	2.6.1.50-RXN		
RXN-13191_xrefs_RXN-13191__	RXN-13191_xrefs	RXN-13191		
RXN1K-87_xrefs_RXN1K-87__	RXN1K-87_xrefs	RXN1K-87		
ASNSYNA-RXN_xrefs_ASNSYNA-RXN__	ASNSYNA-RXN_xrefs	ASNSYNA-RXN		
RXN0-6382_xrefs_RXN0-6382__	RXN0-6382_xrefs	RXN0-6382		
GLUTKIN-RXN_xrefs_GLUTKIN-RXN__	GLUTKIN-RXN_xrefs	GLUTKIN-RXN		
RIBONUCLEOSIDE-DIP-REDUCTI-RXN_xrefs_RIBONUCLEOSIDE-DIP-REDUCTI-RXN__	RIBONUCLEOSIDE-DIP-REDUCTI-RXN_xrefs	RIBONUCLEOSIDE-DIP-REDUCTI-RXN		
RXN-11552_xrefs_RXN-11552__	RXN-11552_xrefs	RXN-11552		
RXN-982_xrefs_RXN-982__	RXN-982_xrefs	RXN-982		
UGD-RXN_xrefs_UGD-RXN__	UGD-RXN_xrefs	UGD-RXN		
CTPSYN-RXN_xrefs_CTPSYN-RXN__	CTPSYN-RXN_xrefs	CTPSYN-RXN		
MALEATE-HYDRATASE-RXN_xrefs_MALEATE-HYDRATASE-RXN__	MALEATE-HYDRATASE-RXN_xrefs	MALEATE-HYDRATASE-RXN		
RXN-8759_xrefs_RXN-8759__	RXN-8759_xrefs	RXN-8759		
GLUTATHIONE-REDUCT-NADPH-RXN_xrefs_GLUTATHIONE-REDUCT-NADPH-RXN__	GLUTATHIONE-REDUCT-NADPH-RXN_xrefs	GLUTATHIONE-REDUCT-NADPH-RXN		
GALACTURONOKINASE-RXN_xrefs_GALACTURONOKINASE-RXN__	GALACTURONOKINASE-RXN_xrefs	GALACTURONOKINASE-RXN		
3.2.1.23-RXN_xrefs_3.2.1.23-RXN__	3.2.1.23-RXN_xrefs	3.2.1.23-RXN		
RXN0-4181_xrefs_RXN0-4181__	RXN0-4181_xrefs	RXN0-4181		
RXN-13177_xrefs_RXN-13177__	RXN-13177_xrefs	RXN-13177		
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_xrefs_ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN__	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_xrefs	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN		
3.2.1.24-RXN_xrefs_3.2.1.24-RXN__	3.2.1.24-RXN_xrefs	3.2.1.24-RXN		
RXN-14178_xrefs_RXN-14178__	RXN-14178_xrefs	RXN-14178		
ALDHDEHYDROG-RXN_xrefs_ALDHDEHYDROG-RXN__	ALDHDEHYDROG-RXN_xrefs	ALDHDEHYDROG-RXN		
RXN0-5205_xrefs_RXN0-5205__	RXN0-5205_xrefs	RXN0-5205		
RXN-12590_xrefs_RXN-12590__	RXN-12590_xrefs	RXN-12590		
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN_xrefs_1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN__	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN_xrefs	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN		
RXNQT-4141_xrefs_RXNQT-4141__	RXNQT-4141_xrefs	RXNQT-4141		
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN_xrefs_2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN__	2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN_xrefs	2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN		
RETINOL-DEHYDROGENASE-RXN_xrefs_RETINOL-DEHYDROGENASE-RXN__	RETINOL-DEHYDROGENASE-RXN_xrefs	RETINOL-DEHYDROGENASE-RXN		
2.3.1.78-RXN_xrefs_2.3.1.78-RXN__	2.3.1.78-RXN_xrefs	2.3.1.78-RXN		
OXALODECARB-RXN_xrefs_OXALODECARB-RXN__	OXALODECARB-RXN_xrefs	OXALODECARB-RXN		
RXN-2541_xrefs_RXN-2541__	RXN-2541_xrefs	RXN-2541		
3.2.2.21-RXN_xrefs_3.2.2.21-RXN__	3.2.2.21-RXN_xrefs	3.2.2.21-RXN		
DCTP-PYROPHOSPHATASE-RXN_xrefs_DCTP-PYROPHOSPHATASE-RXN__	DCTP-PYROPHOSPHATASE-RXN_xrefs	DCTP-PYROPHOSPHATASE-RXN		
RXN-7979_xrefs_RXN-7979__	RXN-7979_xrefs	RXN-7979		
RXN-10828_xrefs_RXN-10828__	RXN-10828_xrefs	RXN-10828		
GLUTRNAREDUCT-RXN_xrefs_GLUTRNAREDUCT-RXN__	GLUTRNAREDUCT-RXN_xrefs	GLUTRNAREDUCT-RXN		
DIACYLGLYKIN-RXN_xrefs_DIACYLGLYKIN-RXN__	DIACYLGLYKIN-RXN_xrefs	DIACYLGLYKIN-RXN		
R15-RXN_xrefs_R15-RXN__	R15-RXN_xrefs	R15-RXN		
RXN-13193_xrefs_RXN-13193__	RXN-13193_xrefs	RXN-13193		
RXN-8770_xrefs_RXN-8770__	RXN-8770_xrefs	RXN-8770		
HOMOSERDEAM-RXN_xrefs_HOMOSERDEAM-RXN__	HOMOSERDEAM-RXN_xrefs	HOMOSERDEAM-RXN		
FORMALDEHYDE-TRANSKETOLASE-RXN_xrefs_FORMALDEHYDE-TRANSKETOLASE-RXN__	FORMALDEHYDE-TRANSKETOLASE-RXN_xrefs	FORMALDEHYDE-TRANSKETOLASE-RXN		
RXN-1882_xrefs_RXN-1882__	RXN-1882_xrefs	RXN-1882		
ENOYL-COA-HYDRAT-RXN_xrefs_ENOYL-COA-HYDRAT-RXN__	ENOYL-COA-HYDRAT-RXN_xrefs	ENOYL-COA-HYDRAT-RXN		
RXN1F-19_xrefs_RXN1F-19__	RXN1F-19_xrefs	RXN1F-19		
RXN-7733_xrefs_RXN-7733__	RXN-7733_xrefs	RXN-7733		
THIOREDOXIN-REDUCT-NADPH-RXN_xrefs_THIOREDOXIN-REDUCT-NADPH-RXN__	THIOREDOXIN-REDUCT-NADPH-RXN_xrefs	THIOREDOXIN-REDUCT-NADPH-RXN		
2.4.1.123-RXN_xrefs_2.4.1.123-RXN__	2.4.1.123-RXN_xrefs	2.4.1.123-RXN		
RXN-6384_xrefs_RXN-6384__	RXN-6384_xrefs	RXN-6384		
AMP-DEAMINASE-RXN_xrefs_AMP-DEAMINASE-RXN__	AMP-DEAMINASE-RXN_xrefs	AMP-DEAMINASE-RXN		
RXN-9310_xrefs_RXN-9310__	RXN-9310_xrefs	RXN-9310		
RXN1F-163_xrefs_RXN1F-163__	RXN1F-163_xrefs	RXN1F-163		
2.4.1.109-RXN_xrefs_2.4.1.109-RXN__	2.4.1.109-RXN_xrefs	2.4.1.109-RXN		
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN_xrefs_BIS5-ADENOSYL-TRIPHOSPHATASE-RXN__	BIS5-ADENOSYL-TRIPHOSPHATASE-RXN_xrefs	BIS5-ADENOSYL-TRIPHOSPHATASE-RXN		
1.1.3.37-RXN_xrefs_1.1.3.37-RXN__	1.1.3.37-RXN_xrefs	1.1.3.37-RXN		
CHALCONE-ISOMERASE-RXN_xrefs_CHALCONE-ISOMERASE-RXN__	CHALCONE-ISOMERASE-RXN_xrefs	CHALCONE-ISOMERASE-RXN		
2.1.2.8-RXN_xrefs_2.1.2.8-RXN__	2.1.2.8-RXN_xrefs	2.1.2.8-RXN		
PHOSPHOLIPASE-C-RXN_xrefs_PHOSPHOLIPASE-C-RXN__	PHOSPHOLIPASE-C-RXN_xrefs	PHOSPHOLIPASE-C-RXN		
PYRUVDEH-RXN_xrefs_PYRUVDEH-RXN__	PYRUVDEH-RXN_xrefs	PYRUVDEH-RXN		
FUCOKINASE-RXN_xrefs_FUCOKINASE-RXN__	FUCOKINASE-RXN_xrefs	FUCOKINASE-RXN		
2.6.1.58-RXN_xrefs_2.6.1.58-RXN__	2.6.1.58-RXN_xrefs	2.6.1.58-RXN		
6.2.1.34-RXN_xrefs_6.2.1.34-RXN__	6.2.1.34-RXN_xrefs	6.2.1.34-RXN		
1.1.1.288-RXN_xrefs_1.1.1.288-RXN__	1.1.1.288-RXN_xrefs	1.1.1.288-RXN		
1.1.1.8-RXN_xrefs_1.1.1.8-RXN__	1.1.1.8-RXN_xrefs	1.1.1.8-RXN		
RXN-4307_xrefs_RXN-4307__	RXN-4307_xrefs	RXN-4307		
MALSYN-RXN_xrefs_MALSYN-RXN__	MALSYN-RXN_xrefs	MALSYN-RXN		
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN_xrefs_ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN__	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN_xrefs	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN		
PHOSPHOLIPASE-A1-RXN_xrefs_PHOSPHOLIPASE-A1-RXN__	PHOSPHOLIPASE-A1-RXN_xrefs	PHOSPHOLIPASE-A1-RXN		
NAD-SYNTH-GLN-RXN_xrefs_NAD-SYNTH-GLN-RXN__	NAD-SYNTH-GLN-RXN_xrefs	NAD-SYNTH-GLN-RXN		
RXN-1781_xrefs_RXN-1781__	RXN-1781_xrefs	RXN-1781		
4-COUMARATE--COA-LIGASE-RXN_xrefs_4-COUMARATE--COA-LIGASE-RXN__	4-COUMARATE--COA-LIGASE-RXN_xrefs	4-COUMARATE--COA-LIGASE-RXN		
1.2.1.2-RXN_xrefs_1.2.1.2-RXN__	1.2.1.2-RXN_xrefs	1.2.1.2-RXN		
RXN-4305_xrefs_RXN-4305__	RXN-4305_xrefs	RXN-4305		
DEOXYADENOSINE-KINASE-RXN_xrefs_DEOXYADENOSINE-KINASE-RXN__	DEOXYADENOSINE-KINASE-RXN_xrefs	DEOXYADENOSINE-KINASE-RXN		
AMIDASE-RXN_xrefs_AMIDASE-RXN__	AMIDASE-RXN_xrefs	AMIDASE-RXN		
RXN-8025_xrefs_RXN-8025__	RXN-8025_xrefs	RXN-8025		
RXN-11062_xrefs_RXN-11062__	RXN-11062_xrefs	RXN-11062		
BIOTIN-CARBOXYL-RXN_xrefs_BIOTIN-CARBOXYL-RXN__	BIOTIN-CARBOXYL-RXN_xrefs	BIOTIN-CARBOXYL-RXN		
GLYOHMETRANS-RXN_xrefs_GLYOHMETRANS-RXN__	GLYOHMETRANS-RXN_xrefs	GLYOHMETRANS-RXN		
2.7.10.1-RXN_xrefs_2.7.10.1-RXN__	2.7.10.1-RXN_xrefs	2.7.10.1-RXN		
RXN-10919_xrefs_RXN-10919__	RXN-10919_xrefs	RXN-10919		
ADPREDUCT-RXN_xrefs_ADPREDUCT-RXN__	ADPREDUCT-RXN_xrefs	ADPREDUCT-RXN		
GLUCOSAMINEPNACETYLTRANS-RXN_xrefs_GLUCOSAMINEPNACETYLTRANS-RXN__	GLUCOSAMINEPNACETYLTRANS-RXN_xrefs	GLUCOSAMINEPNACETYLTRANS-RXN		
TOCOPHEROL-O-METHYLTRANSFERASE-RXN_xrefs_TOCOPHEROL-O-METHYLTRANSFERASE-RXN__	TOCOPHEROL-O-METHYLTRANSFERASE-RXN_xrefs	TOCOPHEROL-O-METHYLTRANSFERASE-RXN		
RXN-13712_xrefs_RXN-13712__	RXN-13712_xrefs	RXN-13712		
2.4.1.117-RXN_xrefs_2.4.1.117-RXN__	2.4.1.117-RXN_xrefs	2.4.1.117-RXN		
SUCCSEMIALDDEHYDROG-RXN_xrefs_SUCCSEMIALDDEHYDROG-RXN__	SUCCSEMIALDDEHYDROG-RXN_xrefs	SUCCSEMIALDDEHYDROG-RXN		
RXN-11917_xrefs_RXN-11917__	RXN-11917_xrefs	RXN-11917		
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN_xrefs_2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN__	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN_xrefs	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN		
ADCLY-RXN_xrefs_ADCLY-RXN__	ADCLY-RXN_xrefs	ADCLY-RXN		
H2NEOPTERINALDOL-RXN_xrefs_H2NEOPTERINALDOL-RXN__	H2NEOPTERINALDOL-RXN_xrefs	H2NEOPTERINALDOL-RXN		
RXN-1401_xrefs_RXN-1401__	RXN-1401_xrefs	RXN-1401		
RXN-9550_xrefs_RXN-9550__	RXN-9550_xrefs	RXN-9550		
4.2.99.18-RXN_xrefs_4.2.99.18-RXN__	4.2.99.18-RXN_xrefs	4.2.99.18-RXN		
RXN-13158_xrefs_RXN-13158__	RXN-13158_xrefs	RXN-13158		
HYDROXYPYRUVATE-REDUCTASE-RXN_xrefs_HYDROXYPYRUVATE-REDUCTASE-RXN__	HYDROXYPYRUVATE-REDUCTASE-RXN_xrefs	HYDROXYPYRUVATE-REDUCTASE-RXN		
GLUTAMIDOTRANS-RXN_xrefs_GLUTAMIDOTRANS-RXN__	GLUTAMIDOTRANS-RXN_xrefs	GLUTAMIDOTRANS-RXN		
RXN-8574_xrefs_RXN-8574__	RXN-8574_xrefs	RXN-8574		
PHOSACETYLGLUCOSAMINEMUT-RXN_xrefs_PHOSACETYLGLUCOSAMINEMUT-RXN__	PHOSACETYLGLUCOSAMINEMUT-RXN_xrefs	PHOSACETYLGLUCOSAMINEMUT-RXN		
RXN3DJ-170_xrefs_RXN3DJ-170__	RXN3DJ-170_xrefs	RXN3DJ-170		
RETINYL-PALMITATE-ESTERASE-RXN_xrefs_RETINYL-PALMITATE-ESTERASE-RXN__	RETINYL-PALMITATE-ESTERASE-RXN_xrefs	RETINYL-PALMITATE-ESTERASE-RXN		
RXN-7974_xrefs_RXN-7974__	RXN-7974_xrefs	RXN-7974		
2.4.1.119-RXN_xrefs_2.4.1.119-RXN__	2.4.1.119-RXN_xrefs	2.4.1.119-RXN		
RXN-11319_xrefs_RXN-11319__	RXN-11319_xrefs	RXN-11319		
RXN-11213_xrefs_RXN-11213__	RXN-11213_xrefs	RXN-11213		
1.3.1.71-RXN_xrefs_1.3.1.71-RXN__	1.3.1.71-RXN_xrefs	1.3.1.71-RXN		
SAMDECARB-RXN_xrefs_SAMDECARB-RXN__	SAMDECARB-RXN_xrefs	SAMDECARB-RXN		
3.1.4.43-RXN_xrefs_3.1.4.43-RXN__	3.1.4.43-RXN_xrefs	3.1.4.43-RXN		
RXN6666-4_xrefs_RXN6666-4__	RXN6666-4_xrefs	RXN6666-4		
MANNKIN-RXN_xrefs_MANNKIN-RXN__	MANNKIN-RXN_xrefs	MANNKIN-RXN		
RXN-7668_xrefs_RXN-7668__	RXN-7668_xrefs	RXN-7668		
3.6.3.4-RXN_xrefs_3.6.3.4-RXN__	3.6.3.4-RXN_xrefs	3.6.3.4-RXN		
5.99.1.3-RXN_xrefs_5.99.1.3-RXN__	5.99.1.3-RXN_xrefs	5.99.1.3-RXN		
RXN-11368_xrefs_RXN-11368__	RXN-11368_xrefs	RXN-11368		
AMINO-ACID-RACEMASE-RXN_xrefs_AMINO-ACID-RACEMASE-RXN__	AMINO-ACID-RACEMASE-RXN_xrefs	AMINO-ACID-RACEMASE-RXN		
RXN-12613_xrefs_RXN-12613__	RXN-12613_xrefs	RXN-12613		
RXN1F-151_xrefs_RXN1F-151__	RXN1F-151_xrefs	RXN1F-151		
RXN-13188_xrefs_RXN-13188__	RXN-13188_xrefs	RXN-13188		
RIBAZOLEPHOSPHAT-RXN_xrefs_RIBAZOLEPHOSPHAT-RXN__	RIBAZOLEPHOSPHAT-RXN_xrefs	RIBAZOLEPHOSPHAT-RXN		
RXN-13403_xrefs_RXN-13403__	RXN-13403_xrefs	RXN-13403		
RXN-14192_xrefs_RXN-14192__	RXN-14192_xrefs	RXN-14192		
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN_xrefs_GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN__	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN_xrefs	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN		
RXN-14272_xrefs_RXN-14272__	RXN-14272_xrefs	RXN-14272		
RXN-12508_xrefs_RXN-12508__	RXN-12508_xrefs	RXN-12508		
1.5.4.1-RXN_xrefs_1.5.4.1-RXN__	1.5.4.1-RXN_xrefs	1.5.4.1-RXN		
CARBPSYN-RXN_xrefs_CARBPSYN-RXN__	CARBPSYN-RXN_xrefs	CARBPSYN-RXN		
RXN-10952_xrefs_RXN-10952__	RXN-10952_xrefs	RXN-10952		
BADH-RXN_xrefs_BADH-RXN__	BADH-RXN_xrefs	BADH-RXN		
GSHTRAN-RXN_xrefs_GSHTRAN-RXN__	GSHTRAN-RXN_xrefs	GSHTRAN-RXN		
HISTONE-ACETYLTRANSFERASE-RXN_xrefs_HISTONE-ACETYLTRANSFERASE-RXN__	HISTONE-ACETYLTRANSFERASE-RXN_xrefs	HISTONE-ACETYLTRANSFERASE-RXN		
PROPIONYL-COA-CARBOXY-RXN_xrefs_PROPIONYL-COA-CARBOXY-RXN__	PROPIONYL-COA-CARBOXY-RXN_xrefs	PROPIONYL-COA-CARBOXY-RXN		
GLYC3PDEHYDROGBIOSYN-RXN_xrefs_GLYC3PDEHYDROGBIOSYN-RXN__	GLYC3PDEHYDROGBIOSYN-RXN_xrefs	GLYC3PDEHYDROGBIOSYN-RXN		
SHIKIMATE-5-DEHYDROGENASE-RXN_xrefs_SHIKIMATE-5-DEHYDROGENASE-RXN__	SHIKIMATE-5-DEHYDROGENASE-RXN_xrefs	SHIKIMATE-5-DEHYDROGENASE-RXN		
RXNQT-4178_xrefs_RXNQT-4178__	RXNQT-4178_xrefs	RXNQT-4178		
SERINE-O-ACETTRAN-RXN_xrefs_SERINE-O-ACETTRAN-RXN__	SERINE-O-ACETTRAN-RXN_xrefs	SERINE-O-ACETTRAN-RXN		
RXN-14177_xrefs_RXN-14177__	RXN-14177_xrefs	RXN-14177		
1.6.5.7-RXN_xrefs_1.6.5.7-RXN__	1.6.5.7-RXN_xrefs	1.6.5.7-RXN		
ALCOHOL-DEHYDROG-RXN_xrefs_ALCOHOL-DEHYDROG-RXN__	ALCOHOL-DEHYDROG-RXN_xrefs	ALCOHOL-DEHYDROG-RXN		
RXN-9623_xrefs_RXN-9623__	RXN-9623_xrefs	RXN-9623		
RXN-1101_xrefs_RXN-1101__	RXN-1101_xrefs	RXN-1101		
ASPARTATE--TRNA-LIGASE-RXN_xrefs_ASPARTATE--TRNA-LIGASE-RXN__	ASPARTATE--TRNA-LIGASE-RXN_xrefs	ASPARTATE--TRNA-LIGASE-RXN		
3.1.3.57-RXN_xrefs_3.1.3.57-RXN__	3.1.3.57-RXN_xrefs	3.1.3.57-RXN		
NAD+-ADP-RIBOSYLTRANSFERASE-RXN_xrefs_NAD+-ADP-RIBOSYLTRANSFERASE-RXN__	NAD+-ADP-RIBOSYLTRANSFERASE-RXN_xrefs	NAD+-ADP-RIBOSYLTRANSFERASE-RXN		
PHOSCHOL-RXN_xrefs_PHOSCHOL-RXN__	PHOSCHOL-RXN_xrefs	PHOSCHOL-RXN		
DIHYDLIPACETRANS-RXN_xrefs_DIHYDLIPACETRANS-RXN__	DIHYDLIPACETRANS-RXN_xrefs	DIHYDLIPACETRANS-RXN		
HEXOKINASE-RXN_xrefs_HEXOKINASE-RXN__	HEXOKINASE-RXN_xrefs	HEXOKINASE-RXN		
2.1.1.62-RXN_xrefs_2.1.1.62-RXN__	2.1.1.62-RXN_xrefs	2.1.1.62-RXN		
2.7.7.60-RXN_xrefs_2.7.7.60-RXN__	2.7.7.60-RXN_xrefs	2.7.7.60-RXN		
5.3.3.14-RXN_xrefs_5.3.3.14-RXN__	5.3.3.14-RXN_xrefs	5.3.3.14-RXN		
RXN-8452_xrefs_RXN-8452__	RXN-8452_xrefs	RXN-8452		
CYTIDEAM-RXN_xrefs_CYTIDEAM-RXN__	CYTIDEAM-RXN_xrefs	CYTIDEAM-RXN		
TRIACYLGLYCEROL-LIPASE-RXN_xrefs_TRIACYLGLYCEROL-LIPASE-RXN__	TRIACYLGLYCEROL-LIPASE-RXN_xrefs	TRIACYLGLYCEROL-LIPASE-RXN		
R162-RXN_xrefs_R162-RXN__	R162-RXN_xrefs	R162-RXN		
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs_UNSPECIFIC-MONOOXYGENASE-RXN__	UNSPECIFIC-MONOOXYGENASE-RXN_xrefs	UNSPECIFIC-MONOOXYGENASE-RXN		
RXN0-1401_xrefs_RXN0-1401__	RXN0-1401_xrefs	RXN0-1401		
RXN-12878_xrefs_RXN-12878__	RXN-12878_xrefs	RXN-12878		
2.7.1.140-RXN_xrefs_2.7.1.140-RXN__	2.7.1.140-RXN_xrefs	2.7.1.140-RXN		
RXN-10780_xrefs_RXN-10780__	RXN-10780_xrefs	RXN-10780		
XYLULOKIN-RXN_xrefs_XYLULOKIN-RXN__	XYLULOKIN-RXN_xrefs	XYLULOKIN-RXN		
RXN-12625_xrefs_RXN-12625__	RXN-12625_xrefs	RXN-12625		
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_xrefs_ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN__	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_xrefs	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN		
3-OXOACYL-ACP-SYNTH-BASE-RXN_xrefs_3-OXOACYL-ACP-SYNTH-BASE-RXN__	3-OXOACYL-ACP-SYNTH-BASE-RXN_xrefs	3-OXOACYL-ACP-SYNTH-BASE-RXN		
RXN0-5038_xrefs_RXN0-5038__	RXN0-5038_xrefs	RXN0-5038		
RXN-11190_xrefs_RXN-11190__	RXN-11190_xrefs	RXN-11190		
FARNESOL-DEHYDROGENASE-RXN_xrefs_FARNESOL-DEHYDROGENASE-RXN__	FARNESOL-DEHYDROGENASE-RXN_xrefs	FARNESOL-DEHYDROGENASE-RXN		
RXN-14228_xrefs_RXN-14228__	RXN-14228_xrefs	RXN-14228		
3.5.1.88-RXN_xrefs_3.5.1.88-RXN__	3.5.1.88-RXN_xrefs	3.5.1.88-RXN		
DAPASYN-RXN_xrefs_DAPASYN-RXN__	DAPASYN-RXN_xrefs	DAPASYN-RXN		
RXN-9896_xrefs_RXN-9896__	RXN-9896_xrefs	RXN-9896		
THIAZOLSYN3-RXN_xrefs_THIAZOLSYN3-RXN__	THIAZOLSYN3-RXN_xrefs	THIAZOLSYN3-RXN		
3.2.1.7-RXN_xrefs_3.2.1.7-RXN__	3.2.1.7-RXN_xrefs	3.2.1.7-RXN		
DIHYDRODIPICSYN-RXN_xrefs_DIHYDRODIPICSYN-RXN__	DIHYDRODIPICSYN-RXN_xrefs	DIHYDRODIPICSYN-RXN		
1.1.1.43-RXN_xrefs_1.1.1.43-RXN__	1.1.1.43-RXN_xrefs	1.1.1.43-RXN		
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN_xrefs_DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN__	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN_xrefs	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN		
RXN-773_xrefs_RXN-773__	RXN-773_xrefs	RXN-773		
2.3.1.168-RXN_xrefs_2.3.1.168-RXN__	2.3.1.168-RXN_xrefs	2.3.1.168-RXN		
2.4.1.19-RXN_xrefs_2.4.1.19-RXN__	2.4.1.19-RXN_xrefs	2.4.1.19-RXN		
PYRAMKIN-RXN_xrefs_PYRAMKIN-RXN__	PYRAMKIN-RXN_xrefs	PYRAMKIN-RXN		
OHMETHYLBILANESYN-RXN_xrefs_OHMETHYLBILANESYN-RXN__	OHMETHYLBILANESYN-RXN_xrefs	OHMETHYLBILANESYN-RXN		
RXN-7645_xrefs_RXN-7645__	RXN-7645_xrefs	RXN-7645		
RXN-12450_xrefs_RXN-12450__	RXN-12450_xrefs	RXN-12450		
3.2.1.48-RXN_xrefs_3.2.1.48-RXN__	3.2.1.48-RXN_xrefs	3.2.1.48-RXN		
1.1.1.271-RXN_xrefs_1.1.1.271-RXN__	1.1.1.271-RXN_xrefs	1.1.1.271-RXN		
NADH-DEHYDROGENASE-RXN_xrefs_NADH-DEHYDROGENASE-RXN__	NADH-DEHYDROGENASE-RXN_xrefs	NADH-DEHYDROGENASE-RXN		
AMACETOXID-RXN_xrefs_AMACETOXID-RXN__	AMACETOXID-RXN_xrefs	AMACETOXID-RXN		
PYRIDOXINE-4-DEHYDROGENASE-RXN_xrefs_PYRIDOXINE-4-DEHYDROGENASE-RXN__	PYRIDOXINE-4-DEHYDROGENASE-RXN_xrefs	PYRIDOXINE-4-DEHYDROGENASE-RXN		
RXN-1302_xrefs_RXN-1302__	RXN-1302_xrefs	RXN-1302		
RXN-8026_xrefs_RXN-8026__	RXN-8026_xrefs	RXN-8026		
RXN-7647_xrefs_RXN-7647__	RXN-7647_xrefs	RXN-7647		
RXN-10727_xrefs_RXN-10727__	RXN-10727_xrefs	RXN-10727		
